date,year,severity_label,road_type_label,area_label,hour
2022-09-15 00:11:13.987398736,2022,Slight,Single carriageway,Urban,9
2022-09-15 04:34:03.564356432,2022,Slight,Dual carriageway,Rural,16
2022-09-15 08:56:53.141314128,2022,Serious,Single carriageway,Rural,9
2022-09-15 13:19:42.718271824,2022,Slight,Single carriageway,Urban,4
2022-09-15 17:42:32.295229520,2022,Serious,Dual carriageway,Urban,2
2022-09-15 22:05:21.872187216,2022,Slight,Single carriageway,Urban,4
2022-09-16 02:28:11.449144912,2022,Slight,Single carriageway,Urban,10
2022-09-16 06:51:01.026102608,2022,Slight,Single carriageway,Urban,6
2022-09-16 11:13:50.603060304,2022,Slight,Dual carriageway,Urban,2
2022-09-16 15:36:40.180018000,2022,Slight,Single carriageway,Urban,7
2022-09-16 19:59:29.756975696,2022,Slight,Single carriageway,Rural,20
2022-09-17 00:22:19.333933392,2022,Slight,Roundabout,Urban,20
2022-09-17 04:45:08.910891088,2022,Slight,One way street,Urban,8
2022-09-17 09:07:58.487848784,2022,Fatal,Single carriageway,Urban,12
2022-09-17 13:30:48.064806480,2022,Slight,Single carriageway,Urban,4
2022-09-17 17:53:37.641764176,2022,Slight,Single carriageway,Rural,9
2022-09-17 22:16:27.218721872,2022,Serious,Single carriageway,Rural,14
2022-09-18 02:39:16.795679568,2022,Serious,Single carriageway,Urban,0
2022-09-18 07:02:06.372637264,2022,Slight,Single carriageway,Urban,20
2022-09-18 11:24:55.949594960,2022,Slight,Single carriageway,Urban,21
2022-09-18 15:47:45.526552656,2022,Slight,Single carriageway,Rural,22
2022-09-18 20:10:35.103510352,2022,Slight,Single carriageway,Urban,5
2022-09-19 00:33:24.680468048,2022,Slight,Roundabout,Rural,21
2022-09-19 04:56:14.257425744,2022,Slight,Single carriageway,Urban,2
2022-09-19 09:19:03.834383440,2022,Slight,Single carriageway,Urban,21
2022-09-19 13:41:53.411341136,2022,Slight,Single carriageway,Urban,3
2022-09-19 18:04:42.988298832,2022,Serious,Roundabout,Urban,8
2022-09-19 22:27:32.565256528,2022,Serious,Single carriageway,Urban,22
2022-09-20 02:50:22.142214224,2022,Serious,Single carriageway,Urban,12
2022-09-20 07:13:11.719171920,2022,Slight,Dual carriageway,Urban,5
2022-09-20 11:36:01.296129616,2022,Slight,Dual carriageway,Rural,8
2022-09-20 15:58:50.873087312,2022,Slight,Roundabout,Urban,7
2022-09-20 20:21:40.450045008,2022,Slight,Single carriageway,Rural,22
2022-09-21 00:44:30.027002704,2022,Slight,Single carriageway,Urban,9
2022-09-21 05:07:19.603960400,2022,Slight,Single carriageway,Urban,2
2022-09-21 09:30:09.180918096,2022,Slight,Single carriageway,Urban,3
2022-09-21 13:52:58.757875792,2022,Slight,Single carriageway,Rural,13
2022-09-21 18:15:48.334833488,2022,Slight,Single carriageway,Rural,0
2022-09-21 22:38:37.911791184,2022,Slight,Single carriageway,Rural,5
2022-09-22 03:01:27.488748880,2022,Slight,One way street,Urban,14
2022-09-22 07:24:17.065706576,2022,Slight,Single carriageway,Urban,20
2022-09-22 11:47:06.642664272,2022,Fatal,Single carriageway,Rural,2
2022-09-22 16:09:56.219621968,2022,Slight,One way street,Rural,8
2022-09-22 20:32:45.796579664,2022,Slight,Dual carriageway,Urban,9
2022-09-23 00:55:35.373537360,2022,Serious,Single carriageway,Rural,20
2022-09-23 05:18:24.950495056,2022,Slight,Dual carriageway,Urban,18
2022-09-23 09:41:14.527452752,2022,Slight,Single carriageway,Urban,22
2022-09-23 14:04:04.104410448,2022,Slight,Roundabout,Urban,14
2022-09-23 18:26:53.681368144,2022,Slight,Single carriageway,Urban,4
2022-09-23 22:49:43.258325840,2022,Slight,One way street,Urban,22
2022-09-24 03:12:32.835283536,2022,Serious,Single carriageway,Rural,18
2022-09-24 07:35:22.412241216,2022,Fatal,Dual carriageway,Rural,15
2022-09-24 11:58:11.989198912,2022,Slight,Single carriageway,Urban,8
2022-09-24 16:21:01.566156608,2022,Slight,Single carriageway,Urban,19
2022-09-24 20:43:51.143114304,2022,Slight,Single carriageway,Urban,9
2022-09-25 01:06:40.720072000,2022,Serious,Dual carriageway,Urban,7
2022-09-25 05:29:30.297029696,2022,Slight,Single carriageway,Urban,6
2022-09-25 09:52:19.873987392,2022,Slight,One way street,Urban,15
2022-09-25 14:15:09.450945088,2022,Serious,Single carriageway,Urban,14
2022-09-25 18:37:59.027902784,2022,Slight,Dual carriageway,Rural,5
2022-09-25 23:00:48.604860480,2022,Slight,Dual carriageway,Urban,8
2022-09-26 03:23:38.181818176,2022,Slight,Single carriageway,Urban,5
2022-09-26 07:46:27.758775872,2022,Slight,Dual carriageway,Rural,17
2022-09-26 12:09:17.335733568,2022,Slight,Dual carriageway,Urban,8
2022-09-26 16:32:06.912691264,2022,Slight,Dual carriageway,Urban,18
2022-09-26 20:54:56.489648960,2022,Slight,Single carriageway,Urban,5
2022-09-27 01:17:46.066606656,2022,Serious,Dual carriageway,Urban,9
2022-09-27 05:40:35.643564352,2022,Slight,Single carriageway,Rural,0
2022-09-27 10:03:25.220522048,2022,Serious,Single carriageway,Rural,0
2022-09-27 14:26:14.797479744,2022,Slight,Single carriageway,Urban,0
2022-09-27 18:49:04.374437440,2022,Serious,Dual carriageway,Urban,1
2022-09-27 23:11:53.951395136,2022,Slight,One way street,Urban,22
2022-09-28 03:34:43.528352832,2022,Serious,Single carriageway,Rural,6
2022-09-28 07:57:33.105310528,2022,Slight,Single carriageway,Rural,12
2022-09-28 12:20:22.682268224,2022,Slight,Single carriageway,Urban,22
2022-09-28 16:43:12.259225920,2022,Slight,Single carriageway,Urban,11
2022-09-28 21:06:01.836183616,2022,Slight,Dual carriageway,Rural,9
2022-09-29 01:28:51.413141312,2022,Serious,Dual carriageway,Rural,17
2022-09-29 05:51:40.990099008,2022,Fatal,Dual carriageway,Urban,17
2022-09-29 10:14:30.567056704,2022,Serious,Dual carriageway,Urban,2
2022-09-29 14:37:20.144014400,2022,Slight,Single carriageway,Urban,22
2022-09-29 19:00:09.720972096,2022,Serious,Single carriageway,Urban,2
2022-09-29 23:22:59.297929792,2022,Slight,Single carriageway,Urban,8
2022-09-30 03:45:48.874887488,2022,Slight,One way street,Urban,22
2022-09-30 08:08:38.451845184,2022,Slight,Dual carriageway,Urban,13
2022-09-30 12:31:28.028802880,2022,Slight,Single carriageway,Rural,13
2022-09-30 16:54:17.605760576,2022,Slight,Single carriageway,Urban,20
2022-09-30 21:17:07.182718272,2022,Slight,Single carriageway,Urban,10
2022-10-01 01:39:56.759675968,2022,Slight,One way street,Urban,14
2022-10-01 06:02:46.336633664,2022,Slight,Single carriageway,Urban,13
2022-10-01 10:25:35.913591360,2022,Slight,Single carriageway,Rural,2
2022-10-01 14:48:25.490549056,2022,Slight,Single carriageway,Urban,7
2022-10-01 19:11:15.067506752,2022,Slight,Dual carriageway,Rural,18
2022-10-01 23:34:04.644464448,2022,Fatal,Dual carriageway,Rural,7
2022-10-02 03:56:54.221422144,2022,Serious,Single carriageway,Rural,21
2022-10-02 08:19:43.798379840,2022,Slight,Dual carriageway,Urban,23
2022-10-02 12:42:33.375337536,2022,Slight,Single carriageway,Urban,18
2022-10-02 17:05:22.952295232,2022,Slight,Roundabout,Rural,0
2022-10-02 21:28:12.529252928,2022,Slight,Single carriageway,Urban,18
2022-10-03 01:51:02.106210624,2022,Slight,Single carriageway,Rural,23
2022-10-03 06:13:51.683168320,2022,Slight,Single carriageway,Urban,18
2022-10-03 10:36:41.260126016,2022,Slight,Dual carriageway,Urban,15
2022-10-03 14:59:30.837083712,2022,Slight,Single carriageway,Urban,14
2022-10-03 19:22:20.414041408,2022,Serious,Single carriageway,Urban,11
2022-10-03 23:45:09.990999104,2022,Slight,Single carriageway,Urban,5
2022-10-04 04:07:59.567956800,2022,Slight,Single carriageway,Rural,11
2022-10-04 08:30:49.144914496,2022,Slight,Roundabout,Rural,21
2022-10-04 12:53:38.721872192,2022,Slight,Single carriageway,Urban,2
2022-10-04 17:16:28.298829888,2022,Slight,Single carriageway,Urban,3
2022-10-04 21:39:17.875787584,2022,Slight,Dual carriageway,Urban,20
2022-10-05 02:02:07.452745280,2022,Slight,Single carriageway,Urban,19
2022-10-05 06:24:57.029702976,2022,Slight,Roundabout,Rural,12
2022-10-05 10:47:46.606660672,2022,Slight,Single carriageway,Rural,8
2022-10-05 15:10:36.183618368,2022,Serious,One way street,Urban,2
2022-10-05 19:33:25.760576064,2022,Serious,Roundabout,Rural,16
2022-10-05 23:56:15.337533760,2022,Slight,Single carriageway,Urban,12
2022-10-06 04:19:04.914491456,2022,Slight,Single carriageway,Rural,19
2022-10-06 08:41:54.491449152,2022,Slight,Dual carriageway,Rural,8
2022-10-06 13:04:44.068406848,2022,Slight,Dual carriageway,Urban,19
2022-10-06 17:27:33.645364544,2022,Slight,Single carriageway,Rural,22
2022-10-06 21:50:23.222322224,2022,Slight,Single carriageway,Urban,3
2022-10-07 02:13:12.799279920,2022,Slight,Single carriageway,Urban,18
2022-10-07 06:36:02.376237616,2022,Fatal,Dual carriageway,Urban,14
2022-10-07 10:58:51.953195312,2022,Slight,Dual carriageway,Urban,9
2022-10-07 15:21:41.530153008,2022,Serious,Single carriageway,Urban,5
2022-10-07 19:44:31.107110704,2022,Slight,Single carriageway,Urban,3
2022-10-08 00:07:20.684068400,2022,Slight,Dual carriageway,Urban,2
2022-10-08 04:30:10.261026096,2022,Serious,One way street,Rural,6
2022-10-08 08:52:59.837983792,2022,Slight,Single carriageway,Urban,12
2022-10-08 13:15:49.414941488,2022,Slight,Single carriageway,Urban,12
2022-10-08 17:38:38.991899184,2022,Fatal,Single carriageway,Urban,23
2022-10-08 22:01:28.568856880,2022,Slight,Dual carriageway,Urban,17
2022-10-09 02:24:18.145814576,2022,Slight,Single carriageway,Rural,23
2022-10-09 06:47:07.722772272,2022,Slight,Single carriageway,Urban,18
2022-10-09 11:09:57.299729968,2022,Slight,Dual carriageway,Urban,13
2022-10-09 15:32:46.876687664,2022,Slight,Single carriageway,Urban,19
2022-10-09 19:55:36.453645360,2022,Slight,Single carriageway,Urban,18
2022-10-10 00:18:26.030603056,2022,Serious,Single carriageway,Urban,19
2022-10-10 04:41:15.607560752,2022,Slight,Single carriageway,Urban,5
2022-10-10 09:04:05.184518448,2022,Slight,Single carriageway,Urban,17
2022-10-10 13:26:54.761476144,2022,Slight,Single carriageway,Rural,5
2022-10-10 17:49:44.338433840,2022,Slight,Single carriageway,Urban,7
2022-10-10 22:12:33.915391536,2022,Serious,Single carriageway,Urban,16
2022-10-11 02:35:23.492349232,2022,Slight,Roundabout,Urban,12
2022-10-11 06:58:13.069306928,2022,Slight,Roundabout,Urban,18
2022-10-11 11:21:02.646264624,2022,Serious,Single carriageway,Rural,17
2022-10-11 15:43:52.223222320,2022,Serious,Dual carriageway,Urban,17
2022-10-11 20:06:41.800180016,2022,Serious,Single carriageway,Urban,3
2022-10-12 00:29:31.377137712,2022,Slight,Roundabout,Urban,2
2022-10-12 04:52:20.954095408,2022,Slight,Roundabout,Urban,5
2022-10-12 09:15:10.531053104,2022,Slight,Dual carriageway,Urban,8
2022-10-12 13:38:00.108010800,2022,Slight,Dual carriageway,Urban,19
2022-10-12 18:00:49.684968496,2022,Serious,Single carriageway,Urban,1
2022-10-12 22:23:39.261926192,2022,Slight,Single carriageway,Urban,12
2022-10-13 02:46:28.838883888,2022,Slight,Single carriageway,Urban,18
2022-10-13 07:09:18.415841584,2022,Serious,Single carriageway,Urban,8
2022-10-13 11:32:07.992799280,2022,Fatal,Dual carriageway,Urban,7
2022-10-13 15:54:57.569756976,2022,Slight,Single carriageway,Rural,4
2022-10-13 20:17:47.146714672,2022,Serious,Single carriageway,Urban,10
2022-10-14 00:40:36.723672368,2022,Slight,Single carriageway,Urban,14
2022-10-14 05:03:26.300630064,2022,Slight,Dual carriageway,Urban,13
2022-10-14 09:26:15.877587760,2022,Slight,Single carriageway,Urban,20
2022-10-14 13:49:05.454545456,2022,Fatal,Single carriageway,Rural,0
2022-10-14 18:11:55.031503152,2022,Serious,Roundabout,Urban,7
2022-10-14 22:34:44.608460848,2022,Slight,Single carriageway,Urban,8
2022-10-15 02:57:34.185418544,2022,Slight,Dual carriageway,Urban,9
2022-10-15 07:20:23.762376240,2022,Slight,Single carriageway,Rural,17
2022-10-15 11:43:13.339333936,2022,Slight,Single carriageway,Rural,2
2022-10-15 16:06:02.916291632,2022,Serious,One way street,Urban,6
2022-10-15 20:28:52.493249328,2022,Slight,Single carriageway,Urban,1
2022-10-16 00:51:42.070207024,2022,Serious,Single carriageway,Urban,13
2022-10-16 05:14:31.647164720,2022,Slight,Single carriageway,Rural,23
2022-10-16 09:37:21.224122416,2022,Slight,One way street,Rural,23
2022-10-16 14:00:10.801080112,2022,Slight,Roundabout,Urban,1
2022-10-16 18:23:00.378037808,2022,Fatal,Single carriageway,Urban,2
2022-10-16 22:45:49.954995504,2022,Slight,Single carriageway,Urban,13
2022-10-17 03:08:39.531953200,2022,Slight,Single carriageway,Urban,6
2022-10-17 07:31:29.108910896,2022,Slight,Dual carriageway,Rural,5
2022-10-17 11:54:18.685868592,2022,Serious,Single carriageway,Urban,16
2022-10-17 16:17:08.262826288,2022,Serious,Single carriageway,Urban,7
2022-10-17 20:39:57.839783984,2022,Serious,Single carriageway,Rural,14
2022-10-18 01:02:47.416741680,2022,Slight,One way street,Rural,0
2022-10-18 05:25:36.993699376,2022,Serious,Single carriageway,Urban,23
2022-10-18 09:48:26.570657072,2022,Slight,Single carriageway,Urban,2
2022-10-18 14:11:16.147614768,2022,Slight,One way street,Rural,0
2022-10-18 18:34:05.724572464,2022,Slight,Single carriageway,Urban,10
2022-10-18 22:56:55.301530160,2022,Slight,Single carriageway,Rural,21
2022-10-19 03:19:44.878487856,2022,Fatal,Single carriageway,Urban,15
2022-10-19 07:42:34.455445552,2022,Fatal,Single carriageway,Rural,11
2022-10-19 12:05:24.032403232,2022,Slight,Single carriageway,Urban,6
2022-10-19 16:28:13.609360928,2022,Slight,Single carriageway,Urban,5
2022-10-19 20:51:03.186318624,2022,Serious,Single carriageway,Rural,15
2022-10-20 01:13:52.763276320,2022,Fatal,Single carriageway,Urban,12
2022-10-20 05:36:42.340234016,2022,Serious,Roundabout,Urban,14
2022-10-20 09:59:31.917191712,2022,Slight,Single carriageway,Urban,9
2022-10-20 14:22:21.494149408,2022,Slight,Dual carriageway,Urban,7
2022-10-20 18:45:11.071107104,2022,Serious,Single carriageway,Urban,4
2022-10-20 23:08:00.648064800,2022,Serious,Single carriageway,Urban,7
2022-10-21 03:30:50.225022496,2022,Slight,Single carriageway,Urban,5
2022-10-21 07:53:39.801980192,2022,Slight,Single carriageway,Urban,11
2022-10-21 12:16:29.378937888,2022,Slight,Dual carriageway,Urban,6
2022-10-21 16:39:18.955895584,2022,Slight,Single carriageway,Rural,19
2022-10-21 21:02:08.532853280,2022,Serious,Dual carriageway,Urban,13
2022-10-22 01:24:58.109810976,2022,Slight,One way street,Rural,7
2022-10-22 05:47:47.686768672,2022,Slight,Single carriageway,Urban,1
2022-10-22 10:10:37.263726368,2022,Slight,One way street,Urban,2
2022-10-22 14:33:26.840684064,2022,Serious,Single carriageway,Urban,2
2022-10-22 18:56:16.417641760,2022,Slight,Single carriageway,Urban,7
2022-10-22 23:19:05.994599456,2022,Slight,Single carriageway,Urban,7
2022-10-23 03:41:55.571557152,2022,Slight,Roundabout,Rural,1
2022-10-23 08:04:45.148514848,2022,Slight,Dual carriageway,Urban,16
2022-10-23 12:27:34.725472544,2022,Slight,One way street,Urban,12
2022-10-23 16:50:24.302430240,2022,Slight,Dual carriageway,Rural,23
2022-10-23 21:13:13.879387936,2022,Serious,Single carriageway,Urban,21
2022-10-24 01:36:03.456345632,2022,Serious,Roundabout,Rural,0
2022-10-24 05:58:53.033303328,2022,Slight,One way street,Urban,16
2022-10-24 10:21:42.610261024,2022,Serious,Dual carriageway,Urban,23
2022-10-24 14:44:32.187218720,2022,Slight,Single carriageway,Urban,19
2022-10-24 19:07:21.764176416,2022,Slight,Roundabout,Urban,16
2022-10-24 23:30:11.341134112,2022,Serious,Single carriageway,Urban,3
2022-10-25 03:53:00.918091808,2022,Slight,One way street,Rural,21
2022-10-25 08:15:50.495049504,2022,Slight,One way street,Urban,19
2022-10-25 12:38:40.072007200,2022,Slight,Dual carriageway,Rural,12
2022-10-25 17:01:29.648964896,2022,Slight,Single carriageway,Urban,22
2022-10-25 21:24:19.225922592,2022,Serious,Single carriageway,Urban,11
2022-10-26 01:47:08.802880288,2022,Slight,One way street,Urban,12
2022-10-26 06:09:58.379837984,2022,Slight,Roundabout,Rural,18
2022-10-26 10:32:47.956795680,2022,Slight,Dual carriageway,Urban,17
2022-10-26 14:55:37.533753376,2022,Serious,One way street,Rural,13
2022-10-26 19:18:27.110711072,2022,Slight,Single carriageway,Urban,18
2022-10-26 23:41:16.687668768,2022,Slight,Roundabout,Rural,21
2022-10-27 04:04:06.264626464,2022,Slight,Single carriageway,Rural,15
2022-10-27 08:26:55.841584160,2022,Slight,Single carriageway,Rural,21
2022-10-27 12:49:45.418541856,2022,Slight,Single carriageway,Urban,9
2022-10-27 17:12:34.995499552,2022,Slight,Single carriageway,Urban,12
2022-10-27 21:35:24.572457248,2022,Slight,Single carriageway,Rural,15
2022-10-28 01:58:14.149414944,2022,Slight,Dual carriageway,Urban,13
2022-10-28 06:21:03.726372640,2022,Serious,Single carriageway,Urban,4
2022-10-28 10:43:53.303330336,2022,Slight,Dual carriageway,Rural,10
2022-10-28 15:06:42.880288032,2022,Slight,Single carriageway,Urban,3
2022-10-28 19:29:32.457245728,2022,Slight,Roundabout,Urban,16
2022-10-28 23:52:22.034203424,2022,Slight,Single carriageway,Rural,19
2022-10-29 04:15:11.611161120,2022,Serious,Dual carriageway,Urban,16
2022-10-29 08:38:01.188118816,2022,Serious,Single carriageway,Urban,20
2022-10-29 13:00:50.765076512,2022,Serious,Single carriageway,Urban,15
2022-10-29 17:23:40.342034208,2022,Slight,Single carriageway,Rural,9
2022-10-29 21:46:29.918991904,2022,Slight,Single carriageway,Urban,1
2022-10-30 02:09:19.495949600,2022,Slight,Single carriageway,Rural,0
2022-10-30 06:32:09.072907296,2022,Fatal,Single carriageway,Urban,23
2022-10-30 10:54:58.649864992,2022,Slight,Single carriageway,Rural,18
2022-10-30 15:17:48.226822688,2022,Serious,Dual carriageway,Urban,8
2022-10-30 19:40:37.803780384,2022,Slight,Single carriageway,Urban,22
2022-10-31 00:03:27.380738080,2022,Slight,Single carriageway,Rural,5
2022-10-31 04:26:16.957695776,2022,Serious,Single carriageway,Urban,18
2022-10-31 08:49:06.534653472,2022,Slight,Single carriageway,Rural,5
2022-10-31 13:11:56.111611168,2022,Slight,Single carriageway,Urban,17
2022-10-31 17:34:45.688568864,2022,Slight,Dual carriageway,Urban,1
2022-10-31 21:57:35.265526560,2022,Fatal,Single carriageway,Urban,16
2022-11-01 02:20:24.842484256,2022,Slight,Single carriageway,Rural,10
2022-11-01 06:43:14.419441936,2022,Serious,Single carriageway,Urban,13
2022-11-01 11:06:03.996399632,2022,Slight,Single carriageway,Rural,0
2022-11-01 15:28:53.573357328,2022,Slight,Dual carriageway,Urban,8
2022-11-01 19:51:43.150315024,2022,Slight,Single carriageway,Urban,3
2022-11-02 00:14:32.727272720,2022,Slight,Roundabout,Rural,14
2022-11-02 04:37:22.304230416,2022,Fatal,Single carriageway,Rural,0
2022-11-02 09:00:11.881188112,2022,Serious,Dual carriageway,Urban,21
2022-11-02 13:23:01.458145808,2022,Fatal,Single carriageway,Urban,4
2022-11-02 17:45:51.035103504,2022,Fatal,One way street,Urban,12
2022-11-02 22:08:40.612061200,2022,Slight,Single carriageway,Urban,23
2022-11-03 02:31:30.189018896,2022,Slight,Single carriageway,Rural,9
2022-11-03 06:54:19.765976592,2022,Serious,Roundabout,Urban,12
2022-11-03 11:17:09.342934288,2022,Slight,Dual carriageway,Urban,23
2022-11-03 15:39:58.919891984,2022,Serious,Single carriageway,Rural,1
2022-11-03 20:02:48.496849680,2022,Slight,Single carriageway,Rural,13
2022-11-04 00:25:38.073807376,2022,Slight,Single carriageway,Urban,13
2022-11-04 04:48:27.650765072,2022,Slight,Roundabout,Rural,17
2022-11-04 09:11:17.227722768,2022,Slight,Single carriageway,Urban,14
2022-11-04 13:34:06.804680464,2022,Slight,Single carriageway,Urban,11
2022-11-04 17:56:56.381638160,2022,Slight,Single carriageway,Rural,13
2022-11-04 22:19:45.958595856,2022,Slight,One way street,Urban,6
2022-11-05 02:42:35.535553552,2022,Slight,Single carriageway,Rural,8
2022-11-05 07:05:25.112511248,2022,Slight,Single carriageway,Urban,22
2022-11-05 11:28:14.689468944,2022,Slight,One way street,Rural,15
2022-11-05 15:51:04.266426640,2022,Slight,Single carriageway,Urban,16
2022-11-05 20:13:53.843384336,2022,Serious,Dual carriageway,Urban,3
2022-11-06 00:36:43.420342032,2022,Slight,Dual carriageway,Rural,9
2022-11-06 04:59:32.997299728,2022,Slight,Single carriageway,Rural,5
2022-11-06 09:22:22.574257424,2022,Slight,Dual carriageway,Rural,22
2022-11-06 13:45:12.151215120,2022,Slight,One way street,Urban,23
2022-11-06 18:08:01.728172816,2022,Slight,Single carriageway,Urban,8
2022-11-06 22:30:51.305130512,2022,Slight,Single carriageway,Urban,9
2022-11-07 02:53:40.882088208,2022,Slight,Roundabout,Urban,16
2022-11-07 07:16:30.459045904,2022,Slight,Single carriageway,Urban,3
2022-11-07 11:39:20.036003600,2022,Slight,Single carriageway,Rural,13
2022-11-07 16:02:09.612961296,2022,Slight,Single carriageway,Urban,5
2022-11-07 20:24:59.189918992,2022,Slight,Roundabout,Urban,12
2022-11-08 00:47:48.766876688,2022,Slight,Dual carriageway,Rural,17
2022-11-08 05:10:38.343834384,2022,Slight,One way street,Rural,17
2022-11-08 09:33:27.920792080,2022,Serious,Single carriageway,Urban,2
2022-11-08 13:56:17.497749776,2022,Slight,One way street,Rural,6
2022-11-08 18:19:07.074707472,2022,Slight,Single carriageway,Rural,8
2022-11-08 22:41:56.651665168,2022,Slight,Dual carriageway,Urban,17
2022-11-09 03:04:46.228622864,2022,Slight,Dual carriageway,Rural,7
2022-11-09 07:27:35.805580560,2022,Slight,Single carriageway,Rural,11
2022-11-09 11:50:25.382538256,2022,Serious,Single carriageway,Rural,5
2022-11-09 16:13:14.959495952,2022,Serious,Single carriageway,Urban,8
2022-11-09 20:36:04.536453648,2022,Slight,Single carriageway,Urban,11
2022-11-10 00:58:54.113411344,2022,Slight,Dual carriageway,Rural,5
2022-11-10 05:21:43.690369040,2022,Serious,Single carriageway,Urban,2
2022-11-10 09:44:33.267326736,2022,Slight,Dual carriageway,Urban,3
2022-11-10 14:07:22.844284432,2022,Slight,Single carriageway,Urban,10
2022-11-10 18:30:12.421242128,2022,Serious,Single carriageway,Rural,3
2022-11-10 22:53:01.998199824,2022,Slight,Dual carriageway,Urban,0
2022-11-11 03:15:51.575157520,2022,Slight,Single carriageway,Rural,20
2022-11-11 07:38:41.152115216,2022,Slight,One way street,Urban,23
2022-11-11 12:01:30.729072912,2022,Slight,One way street,Rural,12
2022-11-11 16:24:20.306030608,2022,Slight,Single carriageway,Urban,14
2022-11-11 20:47:09.882988304,2022,Slight,Single carriageway,Rural,3
2022-11-12 01:09:59.459946000,2022,Slight,Single carriageway,Rural,1
2022-11-12 05:32:49.036903696,2022,Slight,Dual carriageway,Urban,1
2022-11-12 09:55:38.613861392,2022,Slight,Single carriageway,Urban,4
2022-11-12 14:18:28.190819088,2022,Serious,One way street,Rural,2
2022-11-12 18:41:17.767776784,2022,Slight,One way street,Rural,17
2022-11-12 23:04:07.344734480,2022,Slight,Single carriageway,Urban,18
2022-11-13 03:26:56.921692176,2022,Slight,Dual carriageway,Urban,17
2022-11-13 07:49:46.498649872,2022,Slight,Single carriageway,Rural,6
2022-11-13 12:12:36.075607568,2022,Slight,Single carriageway,Rural,8
2022-11-13 16:35:25.652565264,2022,Slight,Single carriageway,Urban,8
2022-11-13 20:58:15.229522944,2022,Slight,Dual carriageway,Urban,3
2022-11-14 01:21:04.806480640,2022,Serious,Single carriageway,Urban,11
2022-11-14 05:43:54.383438336,2022,Serious,Roundabout,Rural,12
2022-11-14 10:06:43.960396032,2022,Serious,Single carriageway,Rural,4
2022-11-14 14:29:33.537353728,2022,Slight,Dual carriageway,Urban,6
2022-11-14 18:52:23.114311424,2022,Slight,One way street,Urban,11
2022-11-14 23:15:12.691269120,2022,Slight,Dual carriageway,Urban,2
2022-11-15 03:38:02.268226816,2022,Slight,Single carriageway,Urban,14
2022-11-15 08:00:51.845184512,2022,Serious,Single carriageway,Rural,8
2022-11-15 12:23:41.422142208,2022,Serious,Single carriageway,Rural,17
2022-11-15 16:46:30.999099904,2022,Slight,Single carriageway,Urban,18
2022-11-15 21:09:20.576057600,2022,Serious,One way street,Urban,8
2022-11-16 01:32:10.153015296,2022,Serious,Single carriageway,Urban,8
2022-11-16 05:54:59.729972992,2022,Slight,Single carriageway,Rural,12
2022-11-16 10:17:49.306930688,2022,Serious,Dual carriageway,Urban,0
2022-11-16 14:40:38.883888384,2022,Slight,Single carriageway,Urban,4
2022-11-16 19:03:28.460846080,2022,Slight,Roundabout,Rural,2
2022-11-16 23:26:18.037803776,2022,Slight,Single carriageway,Urban,6
2022-11-17 03:49:07.614761472,2022,Slight,Single carriageway,Rural,14
2022-11-17 08:11:57.191719168,2022,Slight,Dual carriageway,Urban,5
2022-11-17 12:34:46.768676864,2022,Serious,Single carriageway,Urban,12
2022-11-17 16:57:36.345634560,2022,Slight,One way street,Rural,16
2022-11-17 21:20:25.922592256,2022,Slight,Single carriageway,Rural,16
2022-11-18 01:43:15.499549952,2022,Slight,Single carriageway,Rural,12
2022-11-18 06:06:05.076507648,2022,Slight,Single carriageway,Urban,13
2022-11-18 10:28:54.653465344,2022,Slight,Single carriageway,Urban,10
2022-11-18 14:51:44.230423040,2022,Slight,Single carriageway,Urban,11
2022-11-18 19:14:33.807380736,2022,Fatal,Single carriageway,Urban,19
2022-11-18 23:37:23.384338432,2022,Slight,Single carriageway,Urban,11
2022-11-19 04:00:12.961296128,2022,Slight,One way street,Urban,8
2022-11-19 08:23:02.538253824,2022,Slight,Single carriageway,Urban,23
2022-11-19 12:45:52.115211520,2022,Slight,Dual carriageway,Urban,22
2022-11-19 17:08:41.692169216,2022,Fatal,Single carriageway,Urban,20
2022-11-19 21:31:31.269126912,2022,Slight,Roundabout,Urban,19
2022-11-20 01:54:20.846084608,2022,Slight,Single carriageway,Rural,9
2022-11-20 06:17:10.423042304,2022,Slight,Single carriageway,Rural,23
2022-11-20 10:40:00.000000000,2022,Serious,Single carriageway,Urban,15
2022-11-20 15:02:49.576957696,2022,Slight,Single carriageway,Urban,21
2022-11-20 19:25:39.153915392,2022,Slight,Single carriageway,Rural,0
2022-11-20 23:48:28.730873088,2022,Serious,Single carriageway,Urban,2
2022-11-21 04:11:18.307830784,2022,Slight,Roundabout,Rural,0
2022-11-21 08:34:07.884788480,2022,Slight,Single carriageway,Urban,23
2022-11-21 12:56:57.461746176,2022,Slight,One way street,Urban,7
2022-11-21 17:19:47.038703872,2022,Slight,Single carriageway,Urban,0
2022-11-21 21:42:36.615661568,2022,Fatal,Single carriageway,Rural,18
2022-11-22 02:05:26.192619264,2022,Slight,Single carriageway,Urban,18
2022-11-22 06:28:15.769576960,2022,Serious,Single carriageway,Urban,22
2022-11-22 10:51:05.346534656,2022,Slight,Roundabout,Urban,13
2022-11-22 15:13:54.923492352,2022,Slight,Single carriageway,Urban,16
2022-11-22 19:36:44.500450048,2022,Slight,Roundabout,Rural,14
2022-11-22 23:59:34.077407744,2022,Slight,Single carriageway,Urban,16
